store,cbsa,address,city,state,zip,lat,lon,ccia,capis,ogpMarketName,status
836,"St. Marys, GA",6586 Ga Highway 40 E,Saint Marys,GA,31558-4039,30.778341,-81.618832,,Tenant,Hinesville,Open
838,"Tulsa, OK",220 S Highway 97,Sand Springs,OK,74063-6571,36.134924,-96.120347,Update Existing (Front),Stockroom Middle High,Tulsa,Open
839,"Baton Rouge, LA",9350 Cortana Pl,Baton Rouge,LA,70815-8603,30.462526,-91.090874,,Stockroom Middle (Other),Baton Rouge South,Open
840,"Warner Robins, GA",515 N Houston Rd,Warner Robins,GA,31093-8844,32.625402,-83.642891,,WNM Rear,Warner Robins,Open
842,"Pueblo, CO",4200 Dillon Dr,Pueblo,CO,81008-2113,38.313918,-104.609643,,Seafood External,Colorado Springs,Open
844,"Chicago-Naperville-Elgin, IL-IN-WI",333 E Us Route 6,Morris,IL,60450-8920,41.384584,-88.417417,,Modified Rear Backroom,Joliet,Open
847,"Madison, WI",601 E Leffler St,Dodgeville,WI,53533-2123,42.973738,-90.120021,,Combined Stockroom,Madison,Open
848,"Memphis, TN-MS-AR",6811 Southcrest Pkwy,Southaven,MS,38671-9538,34.959707,-89.996138,,Seafood External,Memphis,Open
850,"Albuquerque, NM",2701 Carlisle Blvd Ne,Albuquerque,NM,87110-2830,35.112073,-106.608188,,Modified Split Backroom,Albuqueque,Open
852,"Ottawa-Peru, IL",4041 Veterans Dr,Ottawa,IL,61350-9602,41.378197,-88.844349,,Modified Split,Joliet,Open
853,"Mobile, AL",685 Schillinger Rd S,Mobile,AL,36695-8922,30.678199,-88.222575,,Modified Split Backroom,Mobile,Open
854,"Frankfort, IN",2460 E Wabash St,Frankfort,IN,46041-9429,40.281429,-86.478545,,Combined Stockroom,Champaign,Open
856,"Atlanta-Sandy Springs-Roswell, GA",404 Hwy 27 No. Bypas,Bremen,GA,30110-1950,33.707872,-85.163517,,Other (Non-Proto),Atlanta South,Open
857,"Orlando-Kissimmee-Sanford, FL",3653 S Orlando Dr,Sanford,FL,32773-5611,28.759822,-81.282012,,Modified Split,Daytona,Open
859,"Lakeland-Winter Haven, FL",2000 State Road 60 E,Lake Wales,FL,33898-5182,27.891994,-81.553018,,Rear Backroom,Lakeland,Open
860,"Deltona-Daytona Beach-Ormond Beach, FL",1699 N Woodland Blvd,Deland,FL,32720-1803,29.061849,-81.301737,,Stockroom Middle,Daytona,Open
861,"Lubbock, TX",4215 S Loop 289,Lubbock,TX,79423-1100,33.527863,-101.903578,,Seafood Internal Plus,Northwest TX,Open
862,"Hinesville, GA",751 W Oglethorpe Hwy,Hinesville,GA,31313-4416,31.826071,-81.601727,,Seafood External,Hinesville,Open
864,"Vidalia, GA",3109 E 1st St,Vidalia,GA,30474-8830,32.202174,-82.362132,,Modified Split Backroom,Hinesville,Open
865,"San Antonio-New Braunfels, TX",1209 S Interstate 35,New Braunfels,TX,78130-5918,29.683752,-98.127895,,Seafood Internal,San Antonio North,Open
866,"Mobile, AL",5245 Rangeline Service Rd S,Mobile,AL,36619-9541,30.593985,-88.162776,,Seafood Internal High,Mobile,Open
867,"Scottsbluff, NE",3322 Avenue I,Scottsbluff,NE,69361-4589,41.879697,-103.678912,,Seafood Internal,North Platte,Open
868,"Carlsbad-Artesia, NM",2401 S Canal St,Carlsbad,NM,88220-6523,32.394004,-104.222987,,Expansion (Frozen),Albuqueque,Open
869,Remaining US,3333 Clark St,Alamosa,CO,81101-2050,37.482248,-105.904093,,Rear Backroom,Las Cruces,Open
870,"Jasper, IN",4040 N Newton St,Jasper,IN,47546-2575,38.427294,-86.934666,,Modified Split,Indianapolis,Open
872,"Houston-The Woodlands-Sugar Land, TX",1919 N Main St,Pearland,TX,77581-3305,29.573404,-95.283122,,Centennial,Houston,Open
874,"Natchez, MS-LA",314 Sgt. S. Prentiss,Natchez,MS,39120-4224,31.553573,-91.371805,,Seafood Internal Plus,Hattiesburg,Open
875,"Jackson, MS",815 S Wheatley St,Ridgeland,MS,39157-5002,32.401684,-90.134265,,Tenant,Jackson,Open
876,Remaining US,25800 Highway 171,Many,LA,71449-6976,31.578866,-93.508692,,Split Backroom,Shreveport,Open
877,"Charlotte-Concord-Gastonia, NC-SC",2406 W Roosevelt Blvd,Monroe,NC,28110-8430,35.013888,-80.564076,,Seafood External,Charlotte,Open
878,"Atlanta-Sandy Springs-Roswell, GA",1500 Market Place Blvd,Cumming,GA,30041-7926,34.183853,-84.129081,,Modified Split Backroom,Atlanta North,Open
880,"Dallas-Fort Worth-Arlington, TX",4100 W Airport Fwy,Irving,TX,75062-5913,32.834822,-97.006312,,Long Modified Split,Dallas Central,Open
881,"Columbia, SC",5556 Sunset Blvd,Lexington,SC,29072-7989,33.998122,-81.224689,,Seafood Internal Plus High,Columbia SC,Open
882,Remaining US,38020 Us Highway 18,Prairie Du Chien,WI,53821-8206,43.017841,-91.108068,,Tenant,Madison,Open
884,"Indianapolis-Carmel-Anderson, IN",2500 Progress Pkwy,Shelbyville,IN,46176-8772,39.527051,-85.743071,,Rear Backroom,Indianapolis,Open
885,"Lincoln, NE",1326 280th,Seward,NE,68434-7541,40.876642,-97.098842,,Small SC Side Stockroom,Lincoln,Open
886,"Fort Dodge, IA",3036 1st Ave S,Fort Dodge,IA,50501-2925,42.506619,-94.153245,,Seafood Internal High,Sioux City,Open
887,"Hattiesburg, MS",36 Byrd Blvd,Petal,MS,39465-9273,31.353172,-89.232466,,Small SC Corridor,Hattiesburg,Open
889,"Thomasville, GA",15328 Us Highway 19 S,Thomasville,GA,31757-4824,30.859967,-83.944848,,Seafood Internal Plus,Albany-GA,Open
890,"Orlando-Kissimmee-Sanford, FL",11250 E Colonial Dr,Orlando,FL,32817-4537,28.565997,-81.217893,,Seafood External,Orlando,Open
891,"Sterling, IL",4115 E Lincolnway,Sterling,IL,61081-9772,41.815564,-89.644796,,Seafood Internal,Springfield-IL,Open
892,"Des Moines-West Des Moines, IA",1002 Se National Dr,Ankeny,IA,50021-3996,41.705163,-93.585155,,Seafood External,Des Moines North,Open
894,"Tulsa, OK",6625 S Memorial Dr,Tulsa,OK,74133-2036,36.066573,-95.882942,,Centennial Split High,Tulsa,Open
896,"Dallas-Fort Worth-Arlington, TX",2225 W Interstate 20,Grand Prairie,TX,75052-3926,32.673474,-97.036333,,Seafood External,Dallas South,Open
899,"Valdosta, GA",340 Norman Dr,Valdosta,GA,31601-7713,30.826053,-83.319637,,Stockroom Middle,Albany-GA,Open
901,"San Antonio-New Braunfels, TX",550 South 123 Bypass,Seguin,TX,78155-9752,29.565494,-97.945034,Tenant,Seafood Internal Plus,San Antonio South,Open
902,"Indianapolis-Carmel-Anderson, IN",1750 Indianapolis Rd,Greencastle,IN,46135-7448,39.643537,-86.823487,,Rear Backroom,Indianapolis South,Open
904,"Daphne-Fairhope-Foley, AL",2200 S Mckenzie St,Foley,AL,36535-1701,30.382509,-87.686413,,Tenant,Mobile,Open
905,"Greeley, CO",2285 East Ken Pratt Blvd,Longmont,CO,80504-0000,40.158189,-105.048542,,Centennial Plus,Denver North,Open
906,"Gallup, NM",1650 W Maloney Ave,Gallup,NM,87301-3305,35.528593,-108.769019,,,Albuqueque,Open
907,"Macon, GA",180 N Lee St,Forsyth,GA,31029-2182,33.042272,-83.943295,,Tenant,,Open
908,"Orlando-Kissimmee-Sanford, FL",8101 S John Young Pkwy,Orlando,FL,32819-9021,28.447665,-81.424513,In-Lane,Seafood External,,Open
909,"New Orleans-Metairie, LA",8101 W Judge Perez Dr,Chalmette,LA,70043-1659,29.958998,-89.983869,,Stockroom Middle,New Orleans South,Open
910,"Whitewater-Elkhorn, WI",201 S Edwards Blvd,Lake Geneva,WI,53147-4507,42.591124,-88.412057,,Modified Rear Backroom,Milwaukee,Open
911,"New Orleans-Metairie, LA",4810 Lapalco Blvd,Marrero,LA,70072-4382,29.878593,-90.093276,In-Lane,Modified Seafood,"New Orleans North
",Open
912,"New Orleans-Metairie, LA",6000 Bullard Ave,New Orleans,LA,70128-2813,30.043282,-89.961898,,Expansion (Centennial),New Orleans North ,Open
915,"Houston-The Woodlands-Sugar Land, TX",11210 W Airport Blvd,Stafford,TX,77477-3000,29.644097,-95.573037,,Seafood External,Houston,Open
916,"Hattiesburg, MS",6072 U S Highway 98,Hattiesburg,MS,39402-8854,31.318523,-89.379432,,Seafood Internal Plus High,Hattiesburg,Open
918,"Marshall, TX",1701 E End Blvd N,Marshall,TX,75670-0713,32.558194,-94.353214,,Seafood Internal Plus High,Dallas East,Open
919,"Crestview-Fort Walton Beach-Destin, FL",748 Beal Pkwy Nw,Fort Walton Beach,FL,32547-3002,30.440877,-86.641482,,,Destin,Open
920,"Warner Robins, GA",3009 Russell Parkway,Warner Robins,GA,31088-0000,32.580056,-83.696237,,WNM Rear Split,Warner Robins,Open
922,"Louisville-Jefferson County, KY-IN",2363 Highway 135 Nw,Corydon,IN,47112-2153,38.235274,-86.131187,,Modified Split Backroom,Cincinnati West,Open
923,"Indianapolis-Carmel-Anderson, IN",16865 Clover Rd,Noblesville,IN,46060-3640,40.033759,-85.998957,,Modified Split Backroom,Indianapolis,Open
924,"Sterling, CO",1510 W Main St,Sterling,CO,80751-9095,40.627049,-103.236353,,Tenant,Denver North,Open
927,"Plainview, TX",1501 N Interstate 27,Plainview,TX,79072-3916,34.196072,-101.753165,,Centennial,Northwest TX,Open
928,"Jacksonville, FL",845 Durbin Pavilion Drive,St. Johns,FL,32259-0000,29.91218,-81.40989,,World Class Pickup,Jacksonville,Open
929,"Port St. Lucie, FL",10855 So. Us Hwy #1,Port St Lucie,FL,34952-6410,27.265538,-80.287287,Inlane,Seafood Internal,Fort Lauderdale/West Palm Beach,Open
931,"Sebastian-Vero Beach, FL",5555 20th St,Vero Beach,FL,32966-4632,27.636603,-80.442965,,Seafood Internal Plus,Palm Bay,Open
932,"Atlanta-Sandy Springs-Roswell, GA",1569 N Expressway,Griffin,GA,30223-1746,33.272396,-84.296711,,Tenant,Atlanta South,Open
933,"Rochelle, IL",311 E Route 38,Rochelle,IL,61068-9694,41.937185,-89.051771,,HEP,Northern IL,Open
934,"Daphne-Fairhope-Foley, AL",27520 Us Highway 98,Daphne,AL,36526-4812,30.625092,-87.904582,,Seafood Internal Plus High,Mobile,Open
935,"Baton Rouge, LA",904 S Range Ave,Denham Springs,LA,70726-4802,30.472563,-90.954357,,Seafood External,Baton Rouge South,Open
936,"Effingham, IL",1204 Avenue Of Mid America,Effingham,IL,62401-4715,39.140463,-88.561572,,Other (Non-Proto),Champaign,Open
937,"Atlanta-Sandy Springs-Roswell, GA",2795 Chastain Meadows Pkwy,Marietta,GA,30066-3361,34.019332,-84.557021,,Centennial Split High,Atlanta North,Open
938,"Montgomery, AL",6495 Atlanta Hwy,Montgomery,AL,36117-4230,32.385046,-86.184915,,Tenant,Montgomery,Open
939,"Waco, TX",4320 Franklin Ave,Waco,TX,76710-6906,31.521431,-97.165412,,Seafood External High,Waco,Open
940,"Dallas-Fort Worth-Arlington, TX",6770 Westworth Blvd,Westworth Village,TX,76114-4002,32.754838,-97.433842,,Centennial Split,Dallas West,Open
941,"Tampa-St. Petersburg-Clearwater, FL",2140 Bloomingdale Avenue,Valrico,FL,33596-6210,27.896411,-82.248247,,Expansion (Full),Tampa,Open
942,"Orlando-Kissimmee-Sanford, FL",10500 W Colonial Dr,Ocoee,FL,34761-2946,28.549566,-81.532407,,Seafood Internal High,West Orlando,Open
943,"Orlando-Kissimmee-Sanford, FL",1239 State Road 436 Ste 101,Casselberry,FL,32707-6447,28.635337,-81.323396,In-Lane,Stockroom Middle High,Orlando,Open
944,"Crestview-Fort Walton Beach-Destin, FL",3351 S Ferdon Blvd,Crestview,FL,32536-8484,30.727818,-86.564528,,Expansion (Full),Destin,Open
945,"Lubbock, TX",702 W Loop 289,Lubbock,TX,79416-4200,33.589242,-101.938112,,Seafood Internal,Northwest TX,Open
947,"Sherman-Denison, TX",401 E Us Highway 82,Sherman,TX,75092-2566,33.673799,-96.612274,Inlane,Seafood Internal Plus,Texarkana,Open
948,"Hickory-Lenoir-Morganton, NC",2525 Us Highway 70 Se,Hickory,NC,28602-8302,35.703311,-81.286771,Inlane,Stockroom Middle,Hickory,Open
950,"Memphis, TN-MS-AR",8400 Highway 64,Bartlett,TN,38133-4187,35.207127,-89.782696,,Seafood Internal Plus High,Memphis,Open
952,"Moultrie, GA",641 Veterans Pkwy S,Moultrie,GA,31788-8811,31.170209,-83.757943,,Modified Split,,Open
953,"Fort Collins, CO",1325 Denver Ave,Loveland,CO,80537-5120,40.404459,-105.046809,,Seafood Internal Plus High,Denver North,Open
954,"Jackson, MS",527 Lake St,Hazlehurst,MS,39083-2217,31.871416,-90.409318,,Split Backroom,Hattiesburg,Open
955,"Orlando-Kissimmee-Sanford, FL",1700 S Org Blsmtrail,Apopka,FL,32703-7745,28.649608,-81.469306,,Seafood External,Orlando,Open
958,"Platteville, WI",1800 Progressive Pkwy,Platteville,WI,53818-3813,42.736083,-90.438061,,Centennial,Madison,Open
959,"The Villages, FL",2163 W C 48,Bushnell,FL,33513-8999,28.665821,-82.139266,,Tenant,The Villages,Open
960,"Ocala, FL",11012 No. Williams St,Dunnellon,FL,34432-8310,29.063309,-82.455718,,Expansion (Full) Plus,Ocala,Open
961,"New Orleans-Metairie, LA",1616 W Airline Hwy,La Place,LA,70068-3331,30.074716,-90.498285,,Modified Split Backroom,Thibodaux,Open
962,Remaining US,2921 Toupal Dr,Trinidad,CO,81082-8740,37.138728,-104.523275,,Other (Non-Proto),Colorado Springs,Open
963,"Dallas-Fort Worth-Arlington, TX",1836 S Main St,Weatherford,TX,76086-5506,32.731493,-97.794862,Update Existing (Front),Seafood Internal,Dallas West,Open
964,"El Paso, TX",9441 Alameda Ave,El Paso,TX,79907-5601,31.682898,-106.311596,,Seafood External,El Paso,Open
967,"Tampa-St. Petersburg-Clearwater, FL",1485 Commercial Way,Spring Hill,FL,34606-4525,28.458397,-82.631218,,Seafood Internal,Tampa,Open
968,"Lakeland-Winter Haven, FL",355 Cypress Gardens Blvd,Winter Haven,FL,33880-4452,28.006651,-81.722251,,Modified Split Backroom,Lakeland,Open
969,"Gulfport-Biloxi-Pascagoula, MS",9350 Highway 49,Gulfport,MS,39503-4213,30.423224,-89.088697,,,Gulfport,Open
970,"Picayune, MS",235 Frontage Rd,Picayune,MS,39466-7587,30.514019,-89.662407,,Expansion (Other),Gulfport,Open
972,"Dallas-Fort Worth-Arlington, TX",6360 Lake Worth Blvd,Lake Worth,TX,76135-3604,32.812352,-97.426069,,Seafood External High,Dallas West,Open
973,"Port St. Lucie, FL",5100 Okeechobee Rd,Fort Pierce,FL,34947-5428,27.421425,-80.377918,,Seafood (Other),Palm Bay,Open
974,"Palm Bay-Melbourne-Titusville, FL",845 Palm Bay Rd Ne,West Melbourne,FL,32904-8400,28.037851,-80.647798,,Seafood Internal,Palm Bay,Open
975,"Durant, OK",3712 W Main St,Durant,OK,74701-4529,34.000371,-96.413312,,Tenant,OKC South,Open
976,Remaining US,3360 Front St,Winnsboro,LA,71295-6487,32.180906,-91.729311,,Tenant,Monroe,Open
979,Remaining US,1600 W Wisconsin St,Sparta,WI,54656-2242,43.941302,-90.832837,,Other (Non-Proto),Madison,Open
980,"Greeley, CO",3103 S 23rd Ave,Greeley,CO,80631-8702,40.386196,-104.719127,,Seafood Internal Plus,Denver North,Open
981,"Meridian, MS",1733 2nd St S,Meridian,MS,39301-4514,32.354604,-88.683133,,Modified Seafood,Starkville,Open
982,"Owatonna, MN",1130 W Frontage Rd,Owatonna,MN,55060-5662,44.097947,-93.249777,,Combined Stockroom,Rochester-MN,Open
984,"Denver-Aurora-Lakewood, CO",133 Sam Walton Lane,Castle Rock,CO,80104-7933,39.406281,-104.860833,,Seafood External,Colorado Springs,Open
987,"Cape Coral-Fort Myers, FL",14821 Ben C Pratt/6 Mile Cypre,Fort Myers,FL,33912-4467,26.525299,-81.868597,,Seafood Internal Plus,Fort Myers/Naples,Open
988,"Tampa-St. Petersburg-Clearwater, FL",1575 Land O Lakes Blvd,Lutz,FL,33549-2930,28.180038,-82.467111,,Beverage Alcove High,Tampa,Open
989,"New Orleans-Metairie, LA",8912 Veterans Memorial Blvd,Metairie,LA,70003-5200,30.003566,-90.229272,,Other (Non-Proto),,Open
990,"Pensacola-Ferry Pass-Brent, FL",4965 Highway 90,Milton,FL,32571-1408,30.600802,-87.116875,,,Pensacola,Open
991,"Mobile, AL",101 E I65 Service Rd S,Mobile,AL,36606-3900,30.684424,-88.124959,,Seafood Internal,Mobile,Open
992,"Tulsa, OK",2019 E 81st St,Tulsa,OK,74137-4232,36.047748,-95.961124,,Seafood Internal Plus,Tulsa,Open
993,"McPherson, KS",205 S Centennial Dr,Mcpherson,KS,67460-4012,38.367809,-97.628074,,Tenant,Junction City,Open
994,"Tampa-St. Petersburg-Clearwater, FL",8745 State Road 54,New Port Richey,FL,34655-3006,28.207813,-82.668334,,Seafood Internal Plus High,Tampa,Open
995,"Indianapolis-Carmel-Anderson, IN",2125 N Morton St,Franklin,IN,46131-9624,39.502418,-86.066176,,Seafood Internal,Indianapolis South,Open
998,"Kansas City, MO-KS",4701 Mission Rd,Westwood,KS,66205-0000,39.043592,-94.619418,,WNM Other,Kansas City,Open
999,"San Antonio-New Braunfels, TX",7239 Sw Loop 410,San Antonio,TX,78242-0000,29.358898,-98.634628,,Centennial,San Antonio,Open
1001,"Pueblo, CO",4080 W Northern Ave,Pueblo,CO,81005-3503,38.232316,-104.664898,,Seafood Internal,Colorado Springs,Open
1003,"Chicago-Naperville-Elgin, IL-IN-WI",6800 W Us Highway 34,Plano,IL,60545-9603,41.652922,-88.563423,,Rear Backroom,Joliet,Open
1004,"North Port-Sarasota-Bradenton, FL",5315 Cortez Rd W,Bradenton,FL,34210-2814,27.460219,-82.615319,,Seafood Internal Plus High,Sarasota,Open
1005,"Waterloo-Cedar Falls, IA",2700 4th St Sw,Waverly,IA,50677-4351,42.701631,-92.479644,,Tenant,Sioux City,Open
1008,"Fort Collins, CO",250 W 65th St,Loveland,CO,80538-4668,40.456889,-105.080953,,Long Modified Split,Denver North,Open
1009,"Springfield, MO",1150 Us Highway 60 E,Republic,MO,65738-1580,37.127986,-93.458514,,Modified Split,Springfield,Open
1010,"Rockingham, NC",720 E Us Highway 74,Rockingham,NC,28379-7206,34.913137,-79.738871,,Centennial,Charlotte,Open
1011,"Savannah, GA",434 S Columbia Ave,Rincon,GA,31326-9079,32.274896,-81.225879,,Meat Prep,Savannah,Open
1012,"Beaver Dam, WI",120 Frances Ln,Beaver Dam,WI,53916-1165,43.489266,-88.812211,,Expansion (Full) Plus,Milwaukee,Open
1014,"Kansas City, MO-KS",4000 S Bolger Rd,Independence,MO,64055-6776,39.046131,-94.367005,,Long Modified Split,Kansas City,Open
1015,"El Paso, TX",7555 N Mesa St,El Paso,TX,79912-3505,31.836148,-106.565909,,Modified Split Backroom,El Paso,Open
1016,"Houma-Thibodaux, LA",410 N Canal Blvd,Thibodaux,LA,70301-2956,29.809527,-90.818314,Inlane,Seafood External High,Thibodaux,Open
1017,Remaining US,2010 Paxville Hwy,Manning,SC,29102-6434,33.700301,-80.226193,,Tenant,Florence-SC,Open
1018,Remaining US,1099 Indian Dr,Eastman,GA,31023-7663,32.178956,-83.177707,,Tenant,Hinesville,Open
1019,"Canon City, CO",3105 E Us Highway 50,Canon City,CO,81212-2797,38.448662,-105.191452,,Rear Backroom,Colorado Springs,Open
1020,"Albert Lea, MN",1550 Blake Ave,Albert Lea,MN,56007-6304,43.664047,-93.325529,,Combined Stockroom,Rochester-MN,Open
1021,"St. Louis, MO-IL",500 Warren County Ctr,Warrenton,MO,63383-3023,38.823341,-91.142661,Tenant,Other (Non-Proto),St Louis,Open
1022,"Tyler, TX",3820 State Highway 64 W,Tyler,TX,75704-6924,32.351191,-95.345487,,Stockroom Middle,Dallas East,Open
1023,Remaining US,1140 E Stuart Dr,Galax,VA,24333-2630,36.692631,-80.881085,,Rear Backroom,Kingsport,Open
1024,Remaining US,414 S Main St,Swainsboro,GA,30401-3676,32.588146,-82.330518,,Other (Non-Proto),Augusta,Open
1025,"McComb, MS",1608 Veterans Blvd,Mccomb,MS,39648-2031,31.263464,-90.473346,,Modified Split,Hattiesburg,Open
1026,"Bedford, IN",3200 John Williams Blvd,Bedford,IN,47421-9153,38.865394,-86.515065,,Centennial,Indianapolis,Open
1027,"Charlotte-Concord-Gastonia, NC-SC",150 Concord Commons Pl Sw,Concord,NC,28027-5026,35.388921,-80.622822,,Modified Split,Charlotte,Open
1028,"Peoria, IL",401 River Rd,East Peoria,IL,61611-2063,40.683757,-89.584962,,Seafood Internal,Peoria,Open
1029,"Homosassa Springs, FL",6885 S Suncoast Blvd,Homosassa,FL,34446-3404,28.762864,-82.549992,,Other (Non-Proto),Tampa,Open
1030,"Charlotte-Concord-Gastonia, NC-SC",805 Hwy 9 Bypass Wes,Lancaster,SC,29720-4773,34.734251,-80.784758,,Seafood External,Tega Cay,Open
1032,"Panama City, FL",2101 S Highway 77,Lynn Haven,FL,32444-4631,30.226286,-85.646273,Update Existing (Front),Beverage Alcove,Panama City,Open
1033,"Seymour, IN",1600 E Tipton St,Seymour,IN,47274-3560,38.955496,-85.864512,,Seafood Internal Plus,Cincinnati West,Open
1034,"Shelby, NC",705 E Dixon Blvd,Shelby,NC,28152-6821,35.277359,-81.529969,,Other (Non-Proto),Charlotte,Open
1035,"Spartanburg, SC",141 Dorman Centre Dr,Spartanburg,SC,29301-2625,34.933291,-81.984941,Update Existing (Front),Other (Non-Proto),Spartanburg,Open
1036,"Forest City, NC",197 Plaza Dr,Forest City,NC,28043-3712,35.335022,-81.899506,,Tenant,Asheville,Open
1037,"Charleston-North Charleston, SC",1317 N Main St Ste A1,Summerville,SC,29483-7342,33.034922,-80.153384,,Modified Split Backroom,Charleston,Open
1039,"Mount Airy, NC",2241 Rockford St,Mount Airy,NC,27030-5262,36.471908,-80.618467,,Seafood Internal Plus,Hickory,Open
1040,"Houston-The Woodlands-Sugar Land, TX",15955 Fm 529 Rd,Houston,TX,77095-2513,29.876983,-95.651709,,Seafood Internal,Houston West,Open
1041,"McAllen-Edinburg-Mission, TX",1310 N Texas Blvd,Weslaco,TX,78599-0000,26.174739,-97.987763,,Stockroom Middle,Brownsville,Open
1042,"Austin-Round Rock, TX",488 Highway 71 W,Bastrop,TX,78602-3731,30.103391,-97.332499,,Seafood Internal Plus High,College Station,Open
1043,Remaining US,2008 W Grant Ave,Pauls Valley,OK,73075-9230,34.736656,-97.248785,,Small SC Side Stockroom,Texarkana,Open
1044,"Tyler, TX",5050 Troup Hwy,Tyler,TX,75707-1916,32.298043,-95.260155,Other Income,Centennial Split High,Dallas East,Open
1051,"Levelland, TX",407 E State Road 114,Levelland,TX,79336-2629,33.596282,-102.361308,,Combined Stockroom,Northwest TX,Open
1053,"Louisville-Jefferson County, KY-IN",1015 New Moody Ln,La Grange,KY,40031-9142,38.394667,-85.372502,,Seafood Internal,Louisville North,Open
1054,"Atchison, KS",1920 Highway 73,Atchison,KS,66002-5102,39.540477,-95.129228,,Tenant,Topeka,Open
1055,"Dallas-Fort Worth-Arlington, TX",5302 N Garland Ave,Garland,TX,75040-2715,32.962386,-96.642563,,Seafood Internal,Dallas Northeast,Open
1056,"Oklahoma City, OK",3300 Tri City Dr,Newcastle,OK,73065-6599,35.293887,-97.606467,,Expansion (Full),OKC South,Open
1058,"Montrose, CO",16750 S Townsend Ave,Montrose,CO,81401-5410,38.449068,-107.863399,,Seafood External,Grand Junction,Open
1059,Remaining US,1309 Highway 35 S,Forest,MS,39074-5010,32.338638,-89.486173,,Combined Stockroom,Starkville,Open
